domain,severity,reject_media,reject_reports,public_comment,obfuscate
brioco.net,suspend,False,False,,False
brioco.social,suspend,False,False,,False
brisingr.uk,suspend,False,False,,False
britneyhispana.wordpress.com,suspend,False,False,,False
broadcast.dduel.dev,suspend,False,False,,False
broadcast.kyou.systems,suspend,False,False,,False
broadcast.looplab.net,suspend,False,False,,False
brockha.us,suspend,False,False,,False
brocks.social,suspend,False,False,,False
brocosoup.fr,suspend,False,False,,False
broken.co.za,suspend,False,False,,False
broken.graphics,suspend,False,False,,False
brokenhedge.org,suspend,False,False,,False
brokkoli.social,suspend,False,False,,False
brokyrkan.org,suspend,False,False,,False
broniesaustralia.com.au,suspend,False,False,,False
brontosin.space,suspend,False,False,,False
bronyfurry.com,suspend,False,False,,False
bropartment.party,suspend,False,False,,False
brotkru.me,suspend,False,False,,False
brown-family.org.uk,suspend,False,False,,False
browngirl.blog,suspend,False,False,,False
brso.social,suspend,False,False,,False
brucevincentfoerster.wordpress.com,suspend,False,False,,False
brucknerite.net,suspend,False,False,,False
bruder.space,suspend,False,False,,False
bruegge.dev,suspend,False,False,,False
bruh.social,suspend,False,False,,False
brunch.zone,suspend,False,False,,False
brunetti.social,suspend,False,False,,False
brunopino.wordpress.com,suspend,False,False,,False
brunty.social,suspend,False,False,,False
brvt.telent.net,suspend,False,False,,False
bryanstone.net,suspend,False,False,,False
bryx.fr,suspend,False,False,,False
bs-x.org,suspend,False,False,,False
bscabl.ddns.net,suspend,False,False,,False
bskey.social,suspend,False,False,,False
btr.net,suspend,False,False,,False
btranwrites.com,suspend,False,False,,False
btrfly.social,suspend,False,False,,False
bts.chat,suspend,False,False,,False
bucher.naturesmeatcandy.org,suspend,False,False,,False
buckaroo.city,suspend,False,False,,False
buecher.pnpde.social,suspend,False,False,,False
bugle.lol,suspend,False,False,,False
buicha.social,suspend,False,False,,False
build-shift.com,suspend,False,False,,False
buildthatwallandmakeamericagreatagain.trumpislovetrumpis.life,suspend,False,False,,False
builduponblog.wordpress.com,suspend,False,False,,False
bullcity.space,suspend,False,False,,False
bulles.social,suspend,False,False,,False
bumbike.wordpress.com,suspend,False,False,,False
bumscode.com,suspend,False,False,,False
bun.social,suspend,False,False,,False
bunbers.org,suspend,False,False,,False
bundyo.com,suspend,False,False,,False
bune.city,suspend,False,False,,False
bungle.online,suspend,False,False,,False
bungtomssolusi.wordpress.com,suspend,False,False,,False
bungwangsi.xyz,suspend,False,False,,False
bunni.social,suspend,False,False,,False
bunny.blue,suspend,False,False,,False
bunny.cafe,suspend,False,False,,False
bunny.cloud,suspend,False,False,,False
bunny.social,suspend,False,False,,False
buns.work,suspend,False,False,,False
bunt.social,suspend,False,False,,False
bunte-kuechenabenteuer.de,suspend,False,False,,False
bureau42.com,suspend,False,False,,False
burgetts.net,suspend,False,False,,False
burggit.moe,suspend,False,False,,False
burgh.umenoka.link,suspend,False,False,,False
burikione.net,suspend,False,False,,False
burleyschmurley.wordpress.com,suspend,False,False,,False
burma.social,suspend,False,False,,False
burn.capital,suspend,False,False,,False
burningbird.net,suspend,False,False,,False
burningboard.net,suspend,False,False,,False
burningnebula.net,suspend,False,False,,False
burnout.cafe,suspend,False,False,,False
burnthis.town,suspend,False,False,,False
burque.fun,suspend,False,False,,False
burrow.garlette.net,suspend,False,False,,False
bushwacker.masto.host,suspend,False,False,,False
bussela.de,suspend,False,False,,False
bussmann.social,suspend,False,False,,False
bustedbottletx.com,suspend,False,False,,False
buttersc.one,suspend,False,False,,False
buttplug.engineer,suspend,False,False,,False
buttplug.zone,suspend,False,False,,False
butts.team,suspend,False,False,,False
buttsex.restaurant,suspend,False,False,,False
buzz-capital.com,suspend,False,False,,False
buzzworkers.com,suspend,False,False,,False
bv.umbrellix.org,suspend,False,False,,False
bvb.social,suspend,False,False,,False
bvdijk.blog,suspend,False,False,,False
bvp.me,suspend,False,False,,False
bw.fiat-tux.fr,suspend,False,False,,False
bw.hainry.fr,suspend,False,False,,False
bw.heraut.eu,suspend,False,False,,False
bw.travelpandas.eu,suspend,False,False,,False
bw3.dev,suspend,False,False,,False
bwa.social,suspend,False,False,,False
by8.space,suspend,False,False,,False
byeolvit.space,suspend,False,False,,False
bygg.land,suspend,False,False,,False
bygrace.faith,suspend,False,False,,False
bykatieelizabeth.co.uk,suspend,False,False,,False
bynight.cafe,suspend,False,False,,False
bypathsandbeyond.wordpress.com,suspend,False,False,,False
byronbiblecamp.com,suspend,False,False,,False
bystander.ink,suspend,False,False,,False
bytearray.eu,suspend,False,False,,False
byteheaven.net,suspend,False,False,,False
bytepark.social,suspend,False,False,,False
bytes.programming.dev,suspend,False,False,,False
bytesize.glitch.me,suspend,False,False,,False
bytesize.xyz,suspend,False,False,,False
bytetower.social,suspend,False,False,,False
byteunion.com,suspend,False,False,,False
byzons.wordpress.com,suspend,False,False,,False
bzh.social,suspend,False,False,,False
bär.writefreely.dev,suspend,False,False,,False
bïrd.app,suspend,False,False,,False
c-onner.de,suspend,False,False,,False
c-onner.net,suspend,False,False,,False
c.im,suspend,False,False,,False
c.osumiakari.jp,suspend,False,False,,False
c.ryanccn.dev,suspend,False,False,,False
c.wtf,suspend,False,False,,False
c.yumeka.xyz,suspend,False,False,,False
c18.masto.host,suspend,False,False,,False
c3d2.social,suspend,False,False,,False
c3po.bashell.com,suspend,False,False,,False
c4.social,suspend,False,False,,False
c64.social,suspend,False,False,,False
c7.io,suspend,False,False,,False
c9e664de3c4640278b5024636d29d8e3.gothloli.club,suspend,False,False,,False
caa.rip,suspend,False,False,,False
caasn.de,suspend,False,False,,False
cackl.io,suspend,False,False,,False
cadexos.com,suspend,False,False,,False
cafe.mantyke.icu,suspend,False,False,,False
cafe.marquiskurt.net,suspend,False,False,,False
cafe.otter.homes,suspend,False,False,,False
cafedeslibertes.org,suspend,False,False,,False
cafenya.one,suspend,False,False,,False
cagrimmett.com,suspend,False,False,,False
cailincat.cloud,suspend,False,False,,False
caioemsi.com.br,suspend,False,False,,False
cal.gaooo.world,suspend,False,False,,False
cal.vino.blue,suspend,False,False,,False
calamegames.wordpress.com,suspend,False,False,,False
calamity.masto.host,suspend,False,False,,False
calamity.world,suspend,False,False,,False
calc-dev1.simkey.net,suspend,False,False,,False
calc.04.si,suspend,False,False,,False
calc.aloneroid.one,suspend,False,False,,False
calc.bal.ovh,suspend,False,False,,False
calc.cune.moe,suspend,False,False,,False
calc.menac.at,suspend,False,False,,False
calc.moongirl.io,suspend,False,False,,False
calc.panta.systems,suspend,False,False,,False
calc.rettuce.page,suspend,False,False,,False
calckey.anzui.dev,suspend,False,False,,False
calckey.club,suspend,False,False,,False
calckey.proximitysculptor.com,suspend,False,False,,False
calckey.resonite.co.uk,suspend,False,False,,False
calckey.warrows.fr,suspend,False,False,,False
calckey.world,suspend,False,False,,False
calckeymusic.social,suspend,False,False,,False
calculate.social,suspend,False,False,,False
caleida.com,suspend,False,False,,False
calendar.layerze.ro,suspend,False,False,,False
calendari.cc,suspend,False,False,,False
calendario.extinctionrebellion.es,suspend,False,False,,False
calendariosaggio.wordpress.com,suspend,False,False,,False
call2333.com,suspend,False,False,,False
calligraphicspace.com,suspend,False,False,,False
callmethejournalist.wordpress.com,suspend,False,False,,False
calobar.club,suspend,False,False,,False
caluettefamily.com,suspend,False,False,,False
caluser.social,suspend,False,False,,False
cambrian.social,suspend,False,False,,False
camelo.info,suspend,False,False,,False
cameo1lua.wordpress.com,suspend,False,False,,False
camerajunky.blog,suspend,False,False,,False
camerondcampbell.blog,suspend,False,False,,False
camifa.net,suspend,False,False,,False
caminosinnombre.com,suspend,False,False,,False
camp.smolnet.org,suspend,False,False,,False
campdarling.com,suspend,False,False,,False
campduffel.social,suspend,False,False,,False
campfyre.nickwebster.dev,suspend,False,False,,False
campground.bonfire.cafe,suspend,False,False,,False
campusgemeinde.de,suspend,False,False,,False
camsturba.com,suspend,False,False,,False
camthoms.com,suspend,False,False,,False
canada.masto.host,suspend,False,False,,False
canal.facil.services,suspend,False,False,,False
canalizandoomelhor.wordpress.com,suspend,False,False,,False
canaltx4.wordpress.com,suspend,False,False,,False
canard.tube,suspend,False,False,,False
canary.fedibird.com,suspend,False,False,,False
canarygateway.com,suspend,False,False,,False
canayjun.ca,suspend,False,False,,False
candycorn.club,suspend,False,False,,False
canglang.me,suspend,False,False,,False
caninemaverick.com,suspend,False,False,,False
cansoccer.social,suspend,False,False,,False
canzan.chat,suspend,False,False,,False
capcom.social,suspend,False,False,,False
caplico219.wordpress.com,suspend,False,False,,False
carabunga.net,suspend,False,False,,False
caracterales.wordpress.com,suspend,False,False,,False
careers.lesbianblockbuster.com,suspend,False,False,,False
carelesswhisper.nl,suspend,False,False,,False
carford0596.wordpress.com,suspend,False,False,,False
carfree.city,suspend,False,False,,False
carhenge.club,suspend,False,False,,False
cariad.social,suspend,False,False,,False
caricio.com,suspend,False,False,,False
caringfordementia.ca,suspend,False,False,,False
carl.fish,suspend,False,False,,False
carlheath.se,suspend,False,False,,False
carlprey.com,suspend,False,False,,False
carman.social,suspend,False,False,,False
carnetdunespatule.wordpress.com,suspend,False,False,,False
caroleheidi.com,suspend,False,False,,False
carpdiem.online,suspend,False,False,,False
cartbefore.horse,suspend,False,False,,False
cartel.institute,suspend,False,False,,False
cartersville.social,suspend,False,False,,False
cas.social,suspend,False,False,,False
casacamelia.xyz,suspend,False,False,,False
casavaga.com,suspend,False,False,,False
cascadia.fun,suspend,False,False,,False
cascadia.games,suspend,False,False,,False
cascarilla.social,suspend,False,False,,False
caseitor.masto.host,suspend,False,False,,False
cashbackregister.finance.blog,suspend,False,False,,False
casper.ayu-mermaid.ts.net,suspend,False,False,,False
cassano.com.br,suspend,False,False,,False
cassydonbestconnection.wordpress.com,suspend,False,False,,False
cast.craftam.app,suspend,False,False,,False
cast.drownthewitch.com,suspend,False,False,,False
cast.iamtalon.me,suspend,False,False,,False
cast.lmao.sh,suspend,False,False,,False
cast.samsai.eu,suspend,False,False,,False
cast.whytheyfight.com,suspend,False,False,,False
castelia.cafe,suspend,False,False,,False
castilla.social,suspend,False,False,,False
castironguy.ca,suspend,False,False,,False
castlecannon.house,suspend,False,False,,False
castling.club,suspend,False,False,,False
catalan.social,suspend,False,False,,False
catata.fish,suspend,False,False,,False
catboomer.net,suspend,False,False,,False
catboy.baby,suspend,False,False,,False
catcatnya.com,suspend,False,False,,False
catchstarca.wordpress.com,suspend,False,False,,False
catcore.life,suspend,False,False,,False
catgirl.fr,suspend,False,False,,False
catgirl.life,suspend,False,False,,False
catgirl.works,suspend,False,False,,False
catgirls.technology,suspend,False,False,,False
catharsis.cafe,suspend,False,False,,False
cathedral.tokyo,suspend,False,False,,False
catholichalos.org,suspend,False,False,,False
cathrow.social,suspend,False,False,,False
catlog.jp,suspend,False,False,,False
catnest.net,suspend,False,False,,False
catodon.electronblueberry.xyz,suspend,False,False,,False
catodon.social,suspend,False,False,,False
catops.social,suspend,False,False,,False
catposter.club,suspend,False,False,,False
cats.city,suspend,False,False,,False
cats.mastodon.musk.sucks,suspend,False,False,,False
catskill.social,suspend,False,False,,False
catswords.social,suspend,False,False,,False
cau.se,suspend,False,False,,False
cauchy.ap.social,suspend,False,False,,False
cavalina.net,suspend,False,False,,False
cave.kitsub0.xyz,suspend,False,False,,False
cave.mancave.de,suspend,False,False,,False
cavemanphilosophy.wordpress.com,suspend,False,False,,False
cb.bibi.moe,suspend,False,False,,False
cbctech.app,suspend,False,False,,False
cbg-dueren.de,suspend,False,False,,False
cbulock.social,suspend,False,False,,False
cc.bi,suspend,False,False,,False
cc.chat,suspend,False,False,,False
cc.pwntoney.com,suspend,False,False,,False
cc2.at,suspend,False,False,,False
cccccmake.de,suspend,False,False,,False
ccccoding.club,suspend,False,False,,False
cccwi.social,suspend,False,False,,False
ccrvb.com,suspend,False,False,,False
cd0.nl,suspend,False,False,,False
cdc.hinnerk-weiler.com,suspend,False,False,,False
cdibluetooth.com,suspend,False,False,,False
cdn01.tilvids.com,suspend,False,False,,False
cdrum.photos,suspend,False,False,,False
cdrum.social,suspend,False,False,,False
cdt.social,suspend,False,False,,False
ceejayoz.io,suspend,False,False,,False
ceilidh.online,suspend,False,False,,False
celehner.com,suspend,False,False,,False
celestialscribe.online,suspend,False,False,,False
celestialvoice.net,suspend,False,False,,False
celineguichard.name,suspend,False,False,,False
celluloid-media.huma-num.fr,suspend,False,False,,False
celsius.letemps.social,suspend,False,False,,False
celt.social,suspend,False,False,,False
celtic.blue,suspend,False,False,,False
centertown.fun,suspend,False,False,,False
centruleminescubm.wordpress.com,suspend,False,False,,False
ceramicadelpez.edu.uy,suspend,False,False,,False
cerb.monster,suspend,False,False,,False
cerb.social,suspend,False,False,,False
cerritos.glitch.me,suspend,False,False,,False
cerrovidalibre.wordpress.com,suspend,False,False,,False
ceruleanchronicles.blog,suspend,False,False,,False
cesarstwokwadratowe.com,suspend,False,False,,False
cesspool.city,suspend,False,False,,False
ceylonis5.wordpress.com,suspend,False,False,,False
cezar.vivaldi.net,suspend,False,False,,False
cezardanilevici.wordpress.com,suspend,False,False,,False
cfnoia.wordpress.com,suspend,False,False,,False
cful.letras.ulisboa.pt,suspend,False,False,,False
cgtest.masto.host,suspend,False,False,,False
ch.9zn.net,suspend,False,False,,False
chabant.social,suspend,False,False,,False
chablis.social,suspend,False,False,,False
chadkohalyk.com,suspend,False,False,,False
chai.ahavah.gay,suspend,False,False,,False
chai.simcha.gay,suspend,False,False,,False
chai.wtf,suspend,False,False,,False
chain.closetoya.com,suspend,False,False,,False
chalet.soda.jp.eu.org,suspend,False,False,,False
chalk.moe,suspend,False,False,,False
chamacha.misskey.one,suspend,False,False,,False
chambray-shade-dimple.glitch.me,suspend,False,False,,False
chamochi.club,suspend,False,False,,False
champis.social,suspend,False,False,,False
champserver.net,suspend,False,False,,False
chan.thebeans.zip,suspend,False,False,,False
chandlerdba.com,suspend,False,False,,False
changelog.complete.org,suspend,False,False,,False
changelog.social,suspend,False,False,,False
channel.veru.moe,suspend,False,False,,False
channels.im,suspend,False,False,,False
chanweichi.wordpress.com,suspend,False,False,,False
chaos-gp.social,suspend,False,False,,False
chaos.futbol,suspend,False,False,,False
chaos.social,suspend,False,False,,False
chaosdorf.de,suspend,False,False,,False
chaosfem.tw,suspend,False,False,,False
chaosfurs.social,suspend,False,False,,False
chaosgoblin.net,suspend,False,False,,False
chaosphere.hostdon.jp,suspend,False,False,,False
chaotic.social,suspend,False,False,,False
chaoticmusingsbyaaditi.com,suspend,False,False,,False
chaoticneutral.space,suspend,False,False,,False
char.lissocial.com,suspend,False,False,,False
characters.cafe,suspend,False,False,,False
charcolle.art,suspend,False,False,,False
charles-plemons.blog.wku.edu,suspend,False,False,,False
charlie.blog,suspend,False,False,,False
charmecotidiano.music.blog,suspend,False,False,,False
charmingwallflower.wordpress.com,suspend,False,False,,False
charmofthebucket.wordpress.com,suspend,False,False,,False
charr.engineer,suspend,False,False,,False
chars.moe,suspend,False,False,,False
chaskey.net,suspend,False,False,,False
chasmcity.net,suspend,False,False,,False
chat.noelle.codes,suspend,False,False,,False
chat.qca.net,suspend,False,False,,False
chat.radialbog9.com,suspend,False,False,,False
chat.trueffzido.de,suspend,False,False,,False
chat.vr3d.social,suspend,False,False,,False
chat.zlatiah-no.one,suspend,False,False,,False
chatan.cc,suspend,False,False,,False
chatch.at,suspend,False,False,,False
chatgptforward.com,suspend,False,False,,False
chats.camjam.page,suspend,False,False,,False
chatsubo.bar,suspend,False,False,,False
chatsubo.cbrpnk.dev,suspend,False,False,,False
chatter.familypat.io,suspend,False,False,,False
chatter.llamarific.social,suspend,False,False,,False
chatter.monster,suspend,False,False,,False
chatter.quux.world,suspend,False,False,,False
chatterchannel.social,suspend,False,False,,False
chattergrid.com,suspend,False,False,,False
chattervista.com,suspend,False,False,,False
chattingdarkly.org,suspend,False,False,,False
chattingwithai.wordpress.com,suspend,False,False,,False
chatty.littleblue.men,suspend,False,False,,False
chaudfoutoirblog.wordpress.com,suspend,False,False,,False
checked.social,suspend,False,False,,False
cheddarcrackers.club,suspend,False,False,,False
chee.party,suspend,False,False,,False
cheekibreeki.express,suspend,False,False,,False
cheerful-mileggiquestomamma.wordpress.com,suspend,False,False,,False
cheeseburger.social,suspend,False,False,,False
chefcia.wordpress.com,suspend,False,False,,False
chelseafc.social,suspend,False,False,,False
cheney.net,suspend,False,False,,False
chentubue.wordpress.com,suspend,False,False,,False
cherprang.xfk48.com,suspend,False,False,,False
cherry.munesky.net,suspend,False,False,,False
cherryberry.pink,suspend,False,False,,False
cherylanneruebner.com,suspend,False,False,,False
chez-risk.in,suspend,False,False,,False
chezdavidmusique.wordpress.com,suspend,False,False,,False
chi.st,suspend,False,False,,False
chiakey.io,suspend,False,False,,False
chiasm.app,suspend,False,False,,False
chiavedivolta.online,suspend,False,False,,False
chickenyogi.com,suspend,False,False,,False
chicklens.foolbazar.eu,suspend,False,False,,False
chikorita157.com,suspend,False,False,,False
childcare.hostdon.ne.jp,suspend,False,False,,False
childebrandt42.blog,suspend,False,False,,False
chilemasto.casa,suspend,False,False,,False
chillout.chat,suspend,False,False,,False
chillr.de,suspend,False,False,,False
chin-co-ne.co,suspend,False,False,,False
chinese.lol,suspend,False,False,,False
chinwag.au,suspend,False,False,,False
chirp.cooleysekula.net,suspend,False,False,,False
chirp.enworld.org,suspend,False,False,,False
chirp.social,suspend,False,False,,False
chirpcheck.wordpress.com,suspend,False,False,,False
chirper.com.au,suspend,False,False,,False
chirpi.de,suspend,False,False,,False
chirpnest.net,suspend,False,False,,False
chitter.xyz,suspend,False,False,,False
chittr.sbargv2.com,suspend,False,False,,False
cho.yukiya.me,suspend,False,False,,False
chocolateindustrynews.wordpress.com,suspend,False,False,,False
chocot.art,suspend,False,False,,False
cholpalaiblog.wordpress.com,suspend,False,False,,False
choom.club,suspend,False,False,,False
chor-blog.de,suspend,False,False,,False
chpk.kur0den.net,suspend,False,False,,False
chrichri.ween.de,suspend,False,False,,False
chrisalemany.ca,suspend,False,False,,False
chrisblackerby.wordpress.com,suspend,False,False,,False
chrisbol.nl,suspend,False,False,,False
chriseaston.com,suspend,False,False,,False
chrisglass.com,suspend,False,False,,False
chrishat.ch,suspend,False,False,,False
chriskthomas.com,suspend,False,False,,False
christenson.social,suspend,False,False,,False
christian-hockenberger.com,suspend,False,False,,False
christian-vogeley.de,suspend,False,False,,False
christian.faubel.derstrudel.org,suspend,False,False,,False
christian.freediverse.com,suspend,False,False,,False
christianbeach.net,suspend,False,False,,False
christianbuehlmann.com,suspend,False,False,,False
christianheilmann.com,suspend,False,False,,False
christianlivity.wordpress.com,suspend,False,False,,False
christianscholz.de,suspend,False,False,,False
christiansievers.info,suspend,False,False,,False
christianwkaiser.de,suspend,False,False,,False
christophersauer.com,suspend,False,False,,False
christuncensored.com,suspend,False,False,,False
christunscripted.com,suspend,False,False,,False
chriswood.social,suspend,False,False,,False
chromachan.net,suspend,False,False,,False
chromium.social,suspend,False,False,,False
chrosy.net,suspend,False,False,,False
chswx.social,suspend,False,False,,False
chtn.uk,suspend,False,False,,False
chuckeatskc.com,suspend,False,False,,False
chud.space,suspend,False,False,,False
chunchun.world,suspend,False,False,,False
ciberlandia.pt,suspend,False,False,,False
ciberneticagerber.it,suspend,False,False,,False
cicerosletters.wordpress.com,suspend,False,False,,False
ciecuo.club,suspend,False,False,,False
cienagadezapata.wordpress.com,suspend,False,False,,False
cijber.social,suspend,False,False,,False
cincuentanera.home.blog,suspend,False,False,,False
cincy.social,suspend,False,False,,False
cinema.yunohost.support,suspend,False,False,,False
cinematicftp.com,suspend,False,False,,False
cinematicjourneys.wordpress.com,suspend,False,False,,False
cinnamond.social,suspend,False,False,,False
cintaprogramming.com,suspend,False,False,,False
ciprianisbsmnt.space,suspend,False,False,,False
cirakcevat.wordpress.com,suspend,False,False,,False
circleofamber.com,suspend,False,False,,False
circlepitofdeath.com,suspend,False,False,,False
circoloberneri.indivia.net,suspend,False,False,,False
circumstances.run,suspend,False,False,,False
circus.rudis.net,suspend,False,False,,False
circus.town,suspend,False,False,,False
cirno9.mynetgear.com,suspend,False,False,,False
cirrus.zinzolin.fr,suspend,False,False,,False
citb.iprock.com,suspend,False,False,,False
citizen707985396.com,suspend,False,False,,False
citizenrat.blog,suspend,False,False,,False
citydweller.social,suspend,False,False,,False
cityofchicago.live,suspend,False,False,,False
ciurdarea.nu,suspend,False,False,,False
civv.es,suspend,False,False,,False
ck.comfy.blue,suspend,False,False,,False
ck.fedcast.ch,suspend,False,False,,False
ck.katzen.cafe,suspend,False,False,,False
ck.villisek.fr,suspend,False,False,,False
cl.ricecream.company,suspend,False,False,,False
cl0ckw0rkw1nd.world,suspend,False,False,,False
clacks.eu,suspend,False,False,,False
clacks.link,suspend,False,False,,False
clacks.social,suspend,False,False,,False
claes.social,suspend,False,False,,False
clairebear506.wordpress.com,suspend,False,False,,False
clairsentient1dotcom.wordpress.com,suspend,False,False,,False
clampicated.aagaming.me,suspend,False,False,,False
clanwood.com,suspend,False,False,,False
clar.ke,suspend,False,False,,False
claristdon.link,suspend,False,False,,False
clarosbusinessblog.wordpress.com,suspend,False,False,,False
clasedegabri.wordpress.com,suspend,False,False,,False
classe.iro.umontreal.ca,suspend,False,False,,False
classicalmusic.social,suspend,False,False,,False
classicalmusic432.wordpress.com,suspend,False,False,,False
classicchirp.com,suspend,False,False,,False
classicloseness.com,suspend,False,False,,False
classicpress.main-vision.com,suspend,False,False,,False
claudia-knit.com,suspend,False,False,,False
clauinchaustegui.com,suspend,False,False,,False
claus.castelodelego.org,suspend,False,False,,False
cld1.ains-no-misskey.com,suspend,False,False,,False
cld2.ains-no-misskey.com,suspend,False,False,,False
cld2a.ains-no-misskey.com,suspend,False,False,,False
clearbluecapital.com,suspend,False,False,,False
clearpilled.lgbt,suspend,False,False,,False
cleary.au,suspend,False,False,,False
cleitonfelix.blog.br,suspend,False,False,,False
cleverdevil.club,suspend,False,False,,False
clew.lol,suspend,False,False,,False
click.ba.it,suspend,False,False,,False
click.unternet.org,suspend,False,False,,False
clicquotthedog.com,suspend,False,False,,False
cliff.social,suspend,False,False,,False
climatejustice.events,suspend,False,False,,False
clintoncunningham.com,suspend,False,False,,False
cliptube.org,suspend,False,False,,False
cliq.social,suspend,False,False,,False
clj.social,suspend,False,False,,False
clockcrock.click,suspend,False,False,,False
clocktower.social,suspend,False,False,,False
clockwork.monster,suspend,False,False,,False
clodoaldoperpetuofavarin.wordpress.com,suspend,False,False,,False
closednetwork.social,suspend,False,False,,False
closertoreal.com,suspend,False,False,,False
closethikikomori.wordpress.com,suspend,False,False,,False
closeworlds.wordpress.com,suspend,False,False,,False
cloth.social,suspend,False,False,,False
cloud-native.social,suspend,False,False,,False
cloud.goat.rocks,suspend,False,False,,False
cloud.zannoni.eu,suspend,False,False,,False
cloud18.xyz,suspend,False,False,,False
cloudfiction.social,suspend,False,False,,False
cloudflare.social,suspend,False,False,,False
cloudisland.nz,suspend,False,False,,False
cloudkeeper.dev,suspend,False,False,,False
cloudpirat.es,suspend,False,False,,False
cloudtube.ise.fraunhofer.de,suspend,False,False,,False
cloudycrux.es,suspend,False,False,,False
clown.center,suspend,False,False,,False
clown.hiho.jp,suspend,False,False,,False
clowntown.app,suspend,False,False,,False
clq.im,suspend,False,False,,False
clrk.space,suspend,False,False,,False
club.darknight-coffee.org,suspend,False,False,,False
clubb.cymru,suspend,False,False,,False
clubcyberia.co,suspend,False,False,,False
clube.social,suspend,False,False,,False
clubnf.us,suspend,False,False,,False
cluboftone.com,suspend,False,False,,False
clvr.bfan.cc,suspend,False,False,,False
cmalt.simonwood.info,suspend,False,False,,False
cmdr.social,suspend,False,False,,False
cmgr.live,suspend,False,False,,False
cmm.fyi,suspend,False,False,,False
cn.tc,suspend,False,False,,False
co.misskey.io,suspend,False,False,,False
coach.masto.host,suspend,False,False,,False
coales.co,suspend,False,False,,False
coasterfreak88.net,suspend,False,False,,False
coba.hidupku.info,suspend,False,False,,False
cocaine.moe,suspend,False,False,,False
coccaedrilli.wordpress.com,suspend,False,False,,False
cock.social,suspend,False,False,,False
cockandballtortu.re,suspend,False,False,,False
cocoa.kemomi.me,suspend,False,False,,False
cocoaheads.social,suspend,False,False,,False
coconatsu.co,suspend,False,False,,False
code.danyork.com,suspend,False,False,,False
code.foo.no,suspend,False,False,,False
code.nephatrine.net,suspend,False,False,,False
code.r3pek.org,suspend,False,False,,False
code4lib.social,suspend,False,False,,False
codefix4.wordpress.com,suspend,False,False,,False
codeflow.dananglin.me.uk,suspend,False,False,,False
codehouse.digfish.org,suspend,False,False,,False
coderdojo-saar.de,suspend,False,False,,False
coderz.ca,suspend,False,False,,False
codesink.io,suspend,False,False,,False
codice-rosso.net,suspend,False,False,,False
codingharmony.life,suspend,False,False,,False
coe-gamecult.org,suspend,False,False,,False
coep.nz,suspend,False,False,,False
coffee-and-dreams.com,suspend,False,False,,False
coffeebean.social,suspend,False,False,,False
coffeeeldritch.art,suspend,False,False,,False
coffeesip-np-glow.fly.dev,suspend,False,False,,False
cogneon.de,suspend,False,False,,False
cohan.tv,suspend,False,False,,False
coinop.social,suspend,False,False,,False
col.social,suspend,False,False,,False
cola-gang.industries,suspend,False,False,,False
coldrick.me.uk,suspend,False,False,,False
coldwaltersdiary.wordpress.com,suspend,False,False,,False
colearn.social,suspend,False,False,,False
coleman.social,suspend,False,False,,False
collantes.social,suspend,False,False,,False
collapse.cat,suspend,False,False,,False
collapsible.systems,suspend,False,False,,False
collar.place,suspend,False,False,,False
colliderbias.net,suspend,False,False,,False
collindonnell.com,suspend,False,False,,False
colloquium.social,suspend,False,False,,False
colloquy.social,suspend,False,False,,False
colonels.world,suspend,False,False,,False
colony.red,suspend,False,False,,False
colorid.es,suspend,False,False,,False
colovo.com,suspend,False,False,,False
colter.social,suspend,False,False,,False
coltivareombre.noblogs.org,suspend,False,False,,False
com.in-nw.net,suspend,False,False,,False
com.thephysics.xyz,suspend,False,False,,False
coma.pictures,suspend,False,False,,False
coma.social,suspend,False,False,,False
comal.app,suspend,False,False,,False
come-together.nl,suspend,False,False,,False
comelibros.club,suspend,False,False,,False
comf.rocks,suspend,False,False,,False
comf.tube,suspend,False,False,,False
comfy.blue,suspend,False,False,,False
comfy.social,suspend,False,False,,False
comfyboy.club,suspend,False,False,,False
comic.castironguy.ca,suspend,False,False,,False
comickunst.wordpress.com,suspend,False,False,,False
comics.mitch.science,suspend,False,False,,False
comics.peertube.biz,suspend,False,False,,False
comics.town,suspend,False,False,,False
comicscamp.club,suspend,False,False,,False
comm.cx,suspend,False,False,,False
comm.shotinthegun.com,suspend,False,False,,False
commandpattern.org,suspend,False,False,,False
comment.ianbgibson.com,suspend,False,False,,False
commentingon.xyz,suspend,False,False,,False
commfurnity.com,suspend,False,False,,False
commodore.social,suspend,False,False,,False
commons.tube,suspend,False,False,,False
commons.whatiwanttoknow.org,suspend,False,False,,False
commonworlds.org,suspend,False,False,,False
comms.gsd.foundation,suspend,False,False,,False
commune.anarchist.gay,suspend,False,False,,False
communicating.cypherpunk.observer,suspend,False,False,,False
communick.news,suspend,False,False,,False
communist.accountant,suspend,False,False,,False
communities.azkware.net,suspend,False,False,,False
community.ballhaus.dk,suspend,False,False,,False
community.chc1.com,suspend,False,False,,False
community.genky.duckdns.org,suspend,False,False,,False
community.nicfab.it,suspend,False,False,,False
community.o0o.social,suspend,False,False,,False
community.publicinfrastructure.org,suspend,False,False,,False
community.uncensoredwisdom.com,suspend,False,False,,False
communityblog.fedoraproject.org,suspend,False,False,,False
communitymedia.video,suspend,False,False,,False
companies.social,suspend,False,False,,False
completehostingguide.com,suspend,False,False,,False
complexsystemtheory.wordpress.com,suspend,False,False,,False
compostintraining.club,suspend,False,False,,False
